Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,23.05286151,20.51110007,7.09E-05,Highly Significant,TRUE,Success,0.12065481,597,4948
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,24.66178532,24.52490003,1.40E-06,Highly Significant,TRUE,Success,0.144300728,714,4948
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,16.03078481,3.34252676,1,Marginally Significant,TRUE,Success,0.049110752,243,4948
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,559
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.093023256,52,559
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.067978533,38,559
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.128801431,72,559
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb13_LD_D,SgB13,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,32,1.108042618,1,Marginally Significant,TRUE,Success,0.023494526,103,4384
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,24.21965118,22.54246144,8.64E-06,Highly Significant,TRUE,Success,0.085766423,376,4384
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,25.63626394,32.49386273,4.94E-10,Highly Significant,TRUE,Success,0.126368613,554,4384
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.002737226,12,4384
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,32,1.070155435,1,Marginally Significant,TRUE,Success,0.020218038,102,5045
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.119326065,602,5045
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,25.016739,21.36378126,3.14E-05,Highly Significant,TRUE,Success,0.137958375,696,5045
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.03567889,180,5045
StB_sgb13_LD_L,SgB13,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,30.23600345,1.486505176,1,Marginally Significant,TRUE,Success,0.021417179,94,4389
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,20.98266587,16.2117194,0.004109498,Very Significant,TRUE,Success,0.124174072,545,4389
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,21.39183425,25.72139419,3.85E-07,Highly Significant,TRUE,Success,0.154021417,676,4389
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,18.19803007,1.750188237,1,Marginally Significant,TRUE,Success,0.038961039,171,4389
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb13_LD_L,SgB13,LD_L,9232024,StB,16.82646353,13.86194422,0.044803716,Significant,TRUE,Success,0.06547619,330,5040
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,32,0.817752501,1,Marginally Significant,TRUE,Success,0.02202381,111,5040
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,28.7173642,19.07692526,0.000292193,Highly Significant,TRUE,Success,0.085912698,433,5040
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,17.28830278,32.09370297,8.43E-10,Highly Significant,TRUE,Success,0.113888889,574,5040
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.004166667,21,5040
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb17_LD_L,SgB17,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.012195122,8,656
StB_sgb20_LD_L,SgB20,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.086890244,57,656
StB_sgb22_LD_L,SgB22,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.030487805,20,656
StB_sgb23_LD_L,SgB23,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Baseline too short,0.013719512,9,656
StB_sgb1_DD,SgB1,DD,1082024,StB,20.79620353,0.176104505,1,Marginally Significant,TRUE,Success,0.009126863,90,9861
StB_sgb2_DD,SgB2,DD,1082024,StB,26.63964877,1.896549368,1,Marginally Significant,TRUE,Success,0.03234966,319,9861
StB_sgb3_DD,SgB3,DD,1082024,StB,25.80307491,3.690257395,1,Marginally Significant,TRUE,Success,0.040868066,403,9861
StB_sgb4_DD,SgB4,DD,1082024,StB,24.51973889,0.423053803,1,Marginally Significant,TRUE,Success,0.013994524,138,9861
StB_sgb5_DD,SgB5,DD,1082024,StB,24.04145078,45.21281425,3.93E-15,Highly Significant,TRUE,Success,0.301389311,2972,9861
StB_sgb6_DD,SgB6,DD,1082024,StB,32,32.22138308,1.45E-09,Highly Significant,TRUE,Success,0.15951729,1573,9861
StB_sgb11_DD,SgB11,DD,1082024,StB,26.07603306,5.871188473,1,Marginally Significant,TRUE,Success,0.055673867,549,9861
StB_sgb12_DD,SgB12,DD,1082024,StB,24.39839159,2.89242431,1,Marginally Significant,TRUE,Success,0.04735828,467,9861
StB_sgb13_DD,SgB13,DD,1082024,StB,26.07603306,101.8752621,1.45E-39,Highly Significant,TRUE,Success,0.200790995,1980,9861
StB_sgb14_DD,SgB14,DD,1082024,StB,18.39123339,182.0009128,3.09E-74,Highly Significant,TRUE,Success,0.471656019,4651,9861
StB_sgb15_DD,SgB15,DD,1082024,StB,24.04145078,47.06921807,6.26E-16,Highly Significant,TRUE,Success,0.382516986,3772,9861
StB_sgb17_DD,SgB17,DD,1082024,StB,20.97314544,68.94642504,2.39E-25,Highly Significant,TRUE,Success,0.559780955,5520,9861
StB_sgb18_DD,SgB18,DD,1082024,StB,25.53577209,3.799537782,1,Marginally Significant,TRUE,Success,0.052124531,514,9861
StB_sgb19_DD,SgB19,DD,1082024,StB,25.0174437,1140.557749,0,Highly Significant,TRUE,Success,0.671635737,6623,9861
StB_sgb20_DD,SgB20,DD,1082024,StB,24.64229928,155.8440866,6.55E-63,Highly Significant,TRUE,Success,0.208193895,2053,9861
StB_sgb21_DD,SgB21,DD,1082024,StB,24.15926493,0.288586651,1,Marginally Significant,TRUE,Success,0.046242775,456,9861
StB_sgb22_DD,SgB22,DD,1082024,StB,29.50991395,24.80705827,2.12E-06,Highly Significant,TRUE,Success,0.186492242,1839,9861
StB_sgb23_DD,SgB23,DD,1082024,StB,25.27395066,19.45643127,0.000394956,Highly Significant,TRUE,Success,0.149274921,1472,9861
StB_sgb1_LL,SgB1,LL,8162024,StB,22.97895079,90.94672631,1.54E-34,Highly Significant,TRUE,Success,0.152136752,3026,19890
StB_sgb2_LL,SgB2,LL,8162024,StB,24.26875119,27.17062367,4.20E-07,Highly Significant,TRUE,Success,0.105530417,2099,19890
StB_sgb3_LL,SgB3,LL,8162024,StB,29.35510355,198.9525017,2.83E-81,Highly Significant,TRUE,Success,0.210055304,4178,19890
StB_sgb4_LL,SgB4,LL,8162024,StB,24.15087466,4.326634112,1,Marginally Significant,TRUE,Success,0.053946707,1073,19890
StB_sgb5_LL,SgB5,LL,8162024,StB,19.39385075,2.422532369,1,Marginally Significant,TRUE,Success,0.030115636,599,19890
StB_sgb8_LL,SgB8,LL,8162024,StB,17.51514985,651.0418056,2.34E-277,Highly Significant,TRUE,Success,0.54479638,10836,19890
StB_sgb12_LL,SgB12,LL,8162024,StB,24.5079903,7.707549097,1,Marginally Significant,TRUE,Success,0.070739065,1407,19890
StB_sgb14_LL,SgB14,LL,8162024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.126998492,2526,19890
StB_sgb17_LL,SgB17,LL,8162024,StB,25.64564613,0.30887102,1,Marginally Significant,TRUE,Success,0.009552539,190,19890
StB_sgb18_LL,SgB18,LL,8162024,StB,23.03217168,40.73614294,6.61E-13,Highly Significant,TRUE,Success,0.10100553,2009,19890
StB_sgb21_LL,SgB21,LL,8162024,StB,27.87404196,2055.823553,0,Highly Significant,TRUE,Success,0.81603821,16231,19890
StB_sgb22_LL,SgB22,LL,8162024,StB,20.38786559,12.77749443,0.401672906,Marginally Significant,TRUE,Success,0.089894419,1788,19890
StB_sgb23_LL,SgB23,LL,8162024,StB,28.84423295,11.87833585,0.703886171,Marginally Significant,TRUE,Success,0.037506285,746,19890
